Usuario,Id Usuario,Numero seguidores,Numero seguidos,descripción del perfil,Texto,Id Tweet,Likes,Retweets,Fecha,Tipo,Localizacion,Objetivo,Fuente,Usuario original
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","La represión contra la prensa independiente en Bielorrusia transcurre paralela a la de la vecina Rusia. La policía ha precintado los locales y bloqueado el acceso a @tutby ,el principal portal de noticias del país. https://t.co/JV2naKdqGG",1395826204289249281,17,5,2021-05-21 19:37:54+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Yuri Dmitriev, un historiador del Gulag y de los crímenes de la era estalinista, gana el premio Sajárov para la Libertad de la Conciencia. El galardonado cumple una pena de 13 años de cárcel tras un juicio calificado de ""injusto"".   https://t.co/1OORYMmxoE",1395825178660192257,17,4,2021-05-21 19:33:50+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",Los periodistas italianos de la agencia Ansa con contratos precarios protestan por sus deterioradas condiciones laborales. https://t.co/LLkP5GhIWU,1395820589869371397,8,4,2021-05-21 19:15:36+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @ereija: Viajamos a la base militar más septentrional de Rusia en el Ártico, a solo 1000 km del Polo Norte. Plagada de misiles y radares…",1395405839452839943,0,42,2021-05-20 15:47:32+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,ereija
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",El Kremlin y su 'atracción fatal' hacia las dictaduras acusadas de crímenes contra la Humanidad. Una delegación militar de Birmania acude a Moscú a adquirir helicópteros para su Ejército   https://t.co/Xy7UShogib,1395288800797106184,3,2,2021-05-20 08:02:27+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @RSF_ES: 🇷🇺 La prensa independiente rusa vive una oleada represiva.
Medios como @meduzaproject son tildados de “agentes extranjeros”

Ho…",1395008333153816579,0,29,2021-05-19 13:27:59+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,RSF_ES
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @EdithRCachera: En Rusia, medios como @meduzaproject tienen que autoinculparase de ser agentes extranjeros. El periodismo independiente…",1395008138626150401,0,5,2021-05-19 13:27:12+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,EdithRCachera
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Decenas de trabajadores del metro de Moscú, desde maquinistas a vigilantes, han sido convocados por sus jefes para comunicarles la extinción de sus contratos. Los afectados creen que esta ola de despidos es una represalia por apoyar a Navalni
 @elperiodico https://t.co/rbKTpgPJfu",1394627941204627458,4,4,2021-05-18 12:16:26+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Dos políticos ucranianos, defensores de restaurar los vínculos entre Kiev y Moscú, en el punto de mira de la justicia de Ucrania. El Kremlin pierde a los pocos valedores que le quedaban en el país vecino. Y habrá más tensión entre los 2 países.  https://t.co/jYiOikfusM",1392341821397864451,7,6,2021-05-12 04:52:13+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Crecen voces en EEUU y Europa para  impedir que oligarcas pro Putin conviertan a los tribunales de Occidente en su campo de batalla para silenciar a la prensa. @CatherineBelton y @ScottMStedman  autores de investigaciones sobre injerencias rusas en Occidente, en el punto de mira. https://t.co/EisJ054ZYN",1392094821309952000,7,1,2021-05-11 12:30:43+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @PilarBernalNews: 🔈Cuántos buenos amigos tenían David Beriain y Roberto Fraile ♥️

➡️ Algunos de ellos como @maytecarrasco74 @Gemma_Pare…",1392091338745712642,0,11,2021-05-11 12:16:53+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,PilarBernalNews
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Al menos 11 muertos, muchos de ellos estudiantes, en un ataque perpetrado por dos asaltantes contra una escuela de Kazán, en la república rusa de Tatarstán. Uno de los pistoleros era un exalumno del centro escolar. Iré actualizando crónica   @elperiodico https://t.co/xrtaNtow4n",1392034216645382146,17,15,2021-05-11 08:29:54+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",RT @majimeno: Pues eso. @marcmarginedas en @elperiodico: https://t.co/xIxKr64yOK,1391980311014215686,0,10,2021-05-11 04:55:42+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,majimeno
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @RSF_ES: RUSIA | La popular web de noticias “Meduza”, señalada y asfixiada por el Gobierno

▶️ Incluida en la lista de ""agentes externos…",1391459206365122560,0,6,2021-05-09 18:25:01+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,RSF_ES
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",La represión en Rusia se extiende a la prensa. Amenaza de cierre del principal portal independiente de noticias tras recibir etiqueta 'agente extranjero'. Se resucita caso criminal contra uno de los más reputados periodistas de investigación. @elperiodico https://t.co/Vi6ZO8mKFj,1391415615538319362,28,20,2021-05-09 15:31:48+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Día de la Victoria en Rusia, que conmemora la victoria en la 2a guerra mundial. Debido a las tensiones con Occidente, la festividad una ocasión para que Putin muestre músculo militar y emita advertencias a EEUU y UE. Aquí mi crónica que iré actualizando.  https://t.co/5SLpLHMZ36",1391351964936679428,7,2,2021-05-09 11:18:53+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","En unos minutos, comenzamos un debate organizado por el Observatorio del Mundo Islamico acerca de las percepciones y representaciones del Islam en Occidente. https://t.co/lfoTK1x9Rl",1390701563333812225,8,0,2021-05-07 16:14:25+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Universidad de Navarra @fcomunav, concede el premio Luka Brajnovic de la Comunicación a @DavidBeriain. Rompió moldes en sus documentales y se implicó en la formación de periodistas. Nos corresponde ahora mantener vivo su legado.    
 https://t.co/GkRGEPLsWl a través de @YouTube",1390650033855516675,157,30,2021-05-07 12:49:39+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @carolAlvarezMo: La geopolítica que hay detrás de las vacunas, con todas sus claves. Para #entenderMás el escenario que se abre y por qu…",1390337190786441221,0,1,2021-05-06 16:06:32+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,carolAlvarezMo
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","El secretario de Estado de EEUU asegura, durante una visita a Kiev, que Rusia aún mantiene un importante dispositivo militar junto a la frontera con Ucrania.  y plantea la posibilidad de incrementar la ayuda al Ejército local  @elperiodico https://t.co/AVolqbFpN0",1390335119286755332,1,0,2021-05-06 15:58:18+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Las vacunas han generado una nueva pugna geopolítica, con aroma de guerra fría, entre EEUU, Rusia, China y la UE. Reportaje multimedia de ⁦@mirdf⁩ (Washington) ⁦@FoncillasAdrian⁩ (Pekín), ⁦⁦@siltxu⁩ (Bruselas) y servidor (Москва)  https://t.co/Qk0nN1kD0D",1390327421480620039,7,7,2021-05-06 15:27:42+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Putin se suma a la iniciativa de Biden de liberar las patentes de las vacunas contra el coronavirus. Sin embargo, atribuyó la idea a Europa y no hizo ninguna mención al presidente estadounidense.   https://t.co/rfGuu6aR9a a través de @RPPNoticias",1390307537619017734,2,0,2021-05-06 14:08:42+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Iniciativa legal pensada exclusivamente para evitar al Kremlin sorpresas desagradables en las legislativas de septiembre. Diputados plantean vetar por ley como candidatos a la Duma Estatal a miembros de grupos tipificados como ""extremistas""  @elperiodico https://t.co/OAraLPulRT",1390176101276782593,7,2,2021-05-06 05:26:25+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @pilar_santos: A los políticos que celebran el Día de la #LibertadDePrensa con bonitos tuits les pediría:

+ ruedas de prensa
+ flexibil…",1389210148443394050,0,22,2021-05-03 13:28:04+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,pilar_santos
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Tayikistán, Kirguistán y Uzbekistán se reparten el fértil valle de Fergana. Muchas de las fronteras no han sido demarcadas. La región está siendo  escenario de los combates más violentas desde el fin de la URSS, originados por una disputa sobre el agua.  https://t.co/TVWjWmDAC6",1388503357883666435,6,2,2021-05-01 14:39:32+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @TitovAlexander: Good to appear in Spanish language at last.

Thanks to @marcmarginedas fo the interview!

Key news is that the 'non-sys…",1388104018711531524,0,1,2021-04-30 12:12:42+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,TitovAlexander
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","FBK, la oenegé de Navalni,  no podía presentarse a elecciones en Rusia. Pero actuaba gracias a un pequeño nicho que desaparecerá cuando sea declarada extremista. Los expertos creen que solo podrá operar en el extranjero, con reducida capacidad de influir.  https://t.co/qtbavUQiI3",1387838451911909377,2,0,2021-04-29 18:37:26+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @majimeno: Hermoso obituario de @marcmarginedas, gran amigo de @DavidBeriain. En @elperiodico: https://t.co/rRiqTlvUYT",1387809352946536451,0,20,2021-04-29 16:41:48+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,majimeno
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Hay periodistas con los que trabajas y colaboras. Otros con los que aprendes cosas que ignoras, tomándolos de referencia. Para mí, David Beriain formaba parte del segundo grupo. Mi homenaje personal al reportero navarro asesinado en África.   @elperiodico https://t.co/LWb1oOSXMp",1387369517601288193,213,49,2021-04-28 11:34:03+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @AlexKokcharov: In #StPetersburg, #Russia, this graffiti in support of the jailed opposition politician @Navalny appeared this morning.…",1387301325122293760,0,222,2021-04-28 07:03:05+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,AlexKokcharov
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @RSF_ES: Reporteros Sin Fronteras lamenta profundamente la muerte de dos reporteros españoles, muy admirados y queridos, asesinados en B…",1387034309840752647,0,644,2021-04-27 13:22:03+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,RSF_ES
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Un abrazo, querida Rosaura. No dejo de pensar en tí. https://t.co/sbc6yHZhTf",1387031137285988352,93,5,2021-04-27 13:09:27+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @mrsahuquillo: 🗳️ Electores y electoras de Madrid en el extranjero:
Una preguntita: los consulados de España en los países donde estáis,…",1386642289804644354,0,2,2021-04-26 11:24:19+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,mrsahuquillo
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Navalni abandona la huelga de hambre después de ser visitado por médicos en un hospital civil ruso. Eso sí, mantiene la exigencia de ser visitado y tratado por médicos de su confianza. 
  @elperiodico https://t.co/wgkAPCWS00",1385573016038477827,1,0,2021-04-23 12:35:24+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",RT @ereija: Rusia deportará a más de 100 ciudadanos extranjeros por participar en las protestas a favor de Navalny. Los deportados (no dice…,1385439030003785728,0,13,2021-04-23 03:42:59+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,ereija
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","15) Yulia, la esposa de Aleksei Navalni, ha participado en la manifestación de Moscú. La gente le gritaba a su paso: “¡Yulia, aguanta!” O “¡Yulia, gracias!”. https://t.co/jalzQ5qdAr",1384921705643134978,4,0,2021-04-21 17:27:19+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","14) Antidisturbios desplegados a lo largo de la calle Tverskaya, equivalente al Paseo de Gracia en BCN. https://t.co/T2ActUh3Qr",1384921667755991043,4,1,2021-04-21 17:27:10+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","13) Al caer la noche, los manifestantes que exigen la liberación de Navalni en el centro de Moscú encienden las linternas de sus móviles. https://t.co/6DPcM6aX6I",1384920830237450241,2,1,2021-04-21 17:23:51+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","13) Un manifestante porta una pancarta con una frase-anatema en la Rusia de Putin: “Crimea no es nuestra”. Con la anexion de la península en 2014, el presidente busca impulsar su popularidad y acallar a la oposición. https://t.co/fhnMV8NZWL",1384915151967690754,3,1,2021-04-21 17:01:17+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Aquí tenéis la crónica de este día tan trascendental para #Rusia, que iré actualizando a medida que evolucionen los acontecimientos.  https://t.co/eFtoVOcLJi",1384801828253077506,6,3,2021-04-21 09:30:58+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Todas las miradas, hoy, pendientes de #Rusia. Vladímir Putin pronunciará por la mañana su discurso sobre el estado de la nación. En un desafío sin precedentes en la historia reciente, la oposición intenta 'tapar' el acto con protestas por todo el país. https://t.co/L39k6vYlKQ",1384771601556717568,13,7,2021-04-21 07:30:52+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Navalni ha sido ingresado en un hospital. El preocupante estado de saludo del líder opositor ruso y autor de investigaciones sobre la corrupción en Rusia azuzará la participación en las manifestaciones en su apoyo convocadas el miércoles. 
@elperiodico https://t.co/e1gPE2xxIj",1384119266501292035,11,7,2021-04-19 12:18:43+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",RT @ereija: Trasladan al opositor ruso Alexei Navalny a un hospital para presos. Dicen que van a aplicarle una terapia vitamínica con su co…,1384118154192777223,0,16,2021-04-19 12:14:18+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,ereija
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Los inversores estadounidenses apenas compran bonos denominados en rublos. Las empresas sancionadas no tienen negocios en EEUU. Según los analistas, las sanciones de Biden son un ""ultimo aviso"" a Putin antes aplicar represalias de peso.    @elperiodico https://t.co/iA1mMfO6na",1383061740158644224,4,3,2021-04-16 14:16:29+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Semejante firmeza ante Putin y las campañas de injerencia de Rusia en EEUU y UE no la habíamos visto en ninguno de los 2 últimos presidentes de EEUU, ni en Obama ni desde luego en Trump. Relaciones Washington-Moscu entran en otra dimensión @elperiodico https://t.co/3WIYiVT2uo",1382686187333283841,8,3,2021-04-15 13:24:10+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","La tensión sigue creciendo en Ucrania. En lenguaje que muchos califican de prebélico, Rusia previene a los buques de EEUU que navegan en el mar Negro de que no se acerquen a sus costas. ""Es mejor para ellos"", advierte un dirigente ruso.   @elperiodico https://t.co/jdhd44reg6",1381992623968296960,2,1,2021-04-13 15:28:12+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",RT @El_Intermedio: 🔴 @andrearopero ha hablado con @manuelrico para analizar el drama de las residencias de mayores de la primera ola de la…,1381702692779753476,0,526,2021-04-12 20:16:07+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,El_Intermedio
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @marcmarginedas: @Lacarreter @pilar_santos Estoy en ello, queridas. Es argot, y complicado. Culo en ruso es жопа (zhopa) pero aqui no pu…",1381584253125861383,0,2,2021-04-12 12:25:29+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","El 12 de abril de 1961, un astronauta soviético de gran carisma realizó el primer vuelo espacial. 60 años después, el programa ruso pugna por mantener estatus: pierde contratos y al Kremlin solo le interesa la militarización del espacio.    @elperiodico https://t.co/JkNLk6BJ9M",1381496444310454277,10,2,2021-04-12 06:36:33+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Nacionalistas de Ucrania veían con inquietud la llegada a la presidencia, en 2019, de Volodímir Zelenski, quien habla ruso mejor que ucraniano. En esta crisis, el mandatario demuestra firmeza frente al Kremlin, congraciándose con los escépticos de su país. https://t.co/gedxfWJTEM",1380128640659304450,6,4,2021-04-08 12:01:24+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",RT @Jglez360: Cuando la realidad supera a Sacha Baron Cohen https://t.co/ICdM6I65Qy,1380125340283064322,0,13,2021-04-08 11:48:17+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,Jglez360
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Rusia concentra tropas en la frontera con Ucrania, mientras las milicias prorrusas intensifican sus bombardeos en el Donbas. Los analistas intentan dilucidar si es solo una maniobra de intimidación del Kremlin o el prólogo de una acción de envergadura.  https://t.co/WC8O3cKCFE",1379725201521393664,3,5,2021-04-07 09:18:16+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","RT @Jglez360: Estación de Kiev, Moscú https://t.co/DW83KlY7hw",1379475363445796867,0,3,2021-04-06 16:45:30+00:00,Retweet,Sin ubicación,Sin target,Twitter Web App,Jglez360
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe","Casos de tuberculosis se han declarado en la prisión donde está encarcelado alekséi @navalny. El bloguero está en la enfermería con fiebre y tos. Mientras, sus partidarios se manifiestan ante la cárcel pidiendo que sea examinado por un doctor de confianza. https://t.co/NFeyB0RVZH",1379475190388776962,4,1,2021-04-06 16:44:49+00:00,Tweet,Sin ubicación,Sin target,Twitter Web App,marcmarginedas
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",RT @pilar_santos: Los expertos creen que podrán manufacturarse como máximo 400 de los 710 millones de dosis de Spútnik V encargadas para es…,1379160658411974656,0,3,2021-04-05 19:54:59+00:00,Retweet,Sin ubicación,Sin target,Twitter for iPhone,pilar_santos
marcmarginedas,131216225,20769,1712,"Fui corresponsal de El Periodico en Moscu, y seguiré en otros lugares. Estudié Periodismo y Relaciones Internacionales. Adoro viajar por la exURSS y mundo árabe",Fabricar de forma industrial un éxito científico obtenido en un laboratorio constituye un arduo desafío. Los retrasos están mermando el uso y la implantación de la vacuna rusa Sputnik V en todo el mundo.  https://t.co/31zGt6eBOr,1379099655062093824,3,0,2021-04-05 15:52:34+00:00,Tweet,Sin ubicación,Sin target,Twitter for iPhone,marcmarginedas
